start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/35 with read ROI [700:5700, 368:4368, 20368:24368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1585 with read ROI [700:5700, 36368:40368, 44368:48368] (5000, 4000, 4000) and write ROI [700:5700, 36368:40368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5501 with read ROI [700:5700, 36368:40368, 88368:92368] (5000, 4000, 4000) and write ROI [700:5700, 36368:40368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6029 with read ROI [700:5700, 36368:40368, 92368:96368] (5000, 4000, 4000) and write ROI [700:5700, 36368:40368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6590 with read ROI [700:5700, 36368:40368, 96368:100368] (5000, 4000, 4000) and write ROI [700:5700, 36368:40368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7185 with read ROI [700:5700, 36368:40368, 100368:104368] (5000, 4000, 4000) and write ROI [700:5700, 36368:40368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7815 with read ROI [700:5700, 36368:40368, 104368:108368] (5000, 4000, 4000) and write ROI [700:5700, 36368:40368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8481 with read ROI [700:5700, 36368:40368, 108368:111944] (5000, 4000, 3576) and write ROI [700:5700, 36368:40368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/275 with read ROI [700:5700, 40368:44368, 368:4368] (5000, 4000, 4000) and write ROI [700:5700, 40368:44368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/341 with read ROI [700:5700, 40368:44368, 4368:8368] (5000, 4000, 4000) and write ROI [700:5700, 40368:44368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/419 with read ROI [700:5700, 40368:44368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 40368:44368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/871 with read ROI [700:5700, 40368:44368, 24368:28368] (5000, 4000, 4000) and write ROI [700:5700, 40368:44368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3709 with read ROI [700:5700, 40368:44368, 68368:72368] (5000, 4000, 4000) and write ROI [700:5700, 40368:44368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2090 with read ROI [700:5700, 44368:48368, 44368:48368] (5000, 4000, 4000) and write ROI [700:5700, 44368:48368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5522 with read ROI [700:5700, 44368:48368, 80368:84368] (5000, 4000, 4000) and write ROI [700:5700, 44368:48368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2678 with read ROI [700:5700, 48368:52368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 48368:52368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8514 with read ROI [700:5700, 48368:52368, 96368:100368] (5000, 4000, 4000) and write ROI [700:5700, 48368:52368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10738 with read ROI [700:5700, 48368:52368, 108368:111944] (5000, 4000, 3576) and write ROI [700:5700, 48368:52368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/651 with read ROI [700:5700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [700:5700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/771 with read ROI [700:5700, 52368:56368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 52368:56368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3367 with read ROI [700:5700, 52368:56368, 52368:56368] (5000, 4000, 4000) and write ROI [700:5700, 52368:56368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1245 with read ROI [700:5700, 56368:60368, 16368:20368] (5000, 4000, 4000) and write ROI [700:5700, 56368:60368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3381 with read ROI [700:5700, 56368:60368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 56368:60368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8541 with read ROI [700:5700, 56368:60368, 88368:92368] (5000, 4000, 4000) and write ROI [700:5700, 56368:60368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10765 with read ROI [700:5700, 56368:60368, 100368:104368] (5000, 4000, 4000) and write ROI [700:5700, 56368:60368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12446 with read ROI [700:5700, 56368:60368, 108368:111944] (5000, 4000, 3576) and write ROI [700:5700, 56368:60368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/800 with read ROI [700:5700, 60368:64368, 368:4368] (5000, 4000, 4000) and write ROI [700:5700, 60368:64368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1260 with read ROI [700:5700, 60368:64368, 12368:16368] (5000, 4000, 4000) and write ROI [700:5700, 60368:64368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3045 with read ROI [700:5700, 60368:64368, 40368:44368] (5000, 4000, 4000) and write ROI [700:5700, 60368:64368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7260 with read ROI [700:5700, 60368:64368, 76368:80368] (5000, 4000, 4000) and write ROI [700:5700, 60368:64368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1907 with read ROI [700:5700, 64368:68368, 20368:24368] (5000, 4000, 4000) and write ROI [700:5700, 64368:68368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5592 with read ROI [700:5700, 64368:68368, 60368:64368] (5000, 4000, 4000) and write ROI [700:5700, 64368:68368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1693 with read ROI [700:5700, 68368:72368, 12368:16368] (5000, 4000, 4000) and write ROI [700:5700, 68368:72368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4648 with read ROI [700:5700, 68368:72368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 68368:72368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11633 with read ROI [700:5700, 68368:72368, 92368:96368] (5000, 4000, 4000) and write ROI [700:5700, 68368:72368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14343 with read ROI [700:5700, 68368:72368, 104368:108368] (5000, 4000, 4000) and write ROI [700:5700, 68368:72368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1311 with read ROI [700:5700, 72368:76368, 368:4368] (5000, 4000, 4000) and write ROI [700:5700, 72368:76368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1501 with read ROI [700:5700, 72368:76368, 4368:8368] (5000, 4000, 4000) and write ROI [700:5700, 72368:76368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1942 with read ROI [700:5700, 72368:76368, 12368:16368] (5000, 4000, 4000) and write ROI [700:5700, 72368:76368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5131 with read ROI [700:5700, 72368:76368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 72368:76368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1961 with read ROI [700:5700, 76368:80368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6174 with read ROI [700:5700, 76368:80368, 52368:56368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12531 with read ROI [700:5700, 76368:80368, 88368:92368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13434 with read ROI [700:5700, 76368:80368, 92368:96368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14380 with read ROI [700:5700, 76368:80368, 96368:100368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15370 with read ROI [700:5700, 76368:80368, 100368:104368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16405 with read ROI [700:5700, 76368:80368, 104368:108368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17486 with read ROI [700:5700, 76368:80368, 108368:111944] (5000, 4000, 3576) and write ROI [700:5700, 76368:80368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1750 with read ROI [700:5700, 80368:84368, 368:4368] (5000, 4000, 4000) and write ROI [700:5700, 80368:84368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1981 with read ROI [700:5700, 80368:84368, 4368:8368] (5000, 4000, 4000) and write ROI [700:5700, 80368:84368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2234 with read ROI [700:5700, 80368:84368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 80368:84368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3864 with read ROI [700:5700, 80368:84368, 28368:32368] (5000, 4000, 4000) and write ROI [700:5700, 80368:84368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9349 with read ROI [700:5700, 80368:84368, 68368:72368] (5000, 4000, 4000) and write ROI [700:5700, 80368:84368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3885 with read ROI [700:5700, 84368:88368, 24368:28368] (5000, 4000, 4000) and write ROI [700:5700, 84368:88368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7371 with read ROI [700:5700, 84368:88368, 52368:56368] (5000, 4000, 4000) and write ROI [700:5700, 84368:88368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13475 with read ROI [700:5700, 84368:88368, 84368:88368] (5000, 4000, 4000) and write ROI [700:5700, 84368:88368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/567 with read ROI [5700:10700, 8368:12368, 44368:48368] (5000, 4000, 4000) and write ROI [5700:10700, 8368:12368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2607 with read ROI [5700:10700, 8368:12368, 84368:88368] (5000, 4000, 4000) and write ROI [5700:10700, 8368:12368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/571 with read ROI [5700:10700, 12368:16368, 40368:44368] (5000, 4000, 4000) and write ROI [5700:10700, 12368:16368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2936 with read ROI [5700:10700, 12368:16368, 84368:88368] (5000, 4000, 4000) and write ROI [5700:10700, 12368:16368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/832 with read ROI [5700:10700, 16368:20368, 44368:48368] (5000, 4000, 4000) and write ROI [5700:10700, 16368:20368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2316 with read ROI [5700:10700, 16368:20368, 72368:76368] (5000, 4000, 4000) and write ROI [5700:10700, 16368:20368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1352 with read ROI [5700:10700, 20368:24368, 52368:56368] (5000, 4000, 4000) and write ROI [5700:10700, 20368:24368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2322 with read ROI [5700:10700, 20368:24368, 68368:72368] (5000, 4000, 4000) and write ROI [5700:10700, 20368:24368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/393 with read ROI [5700:10700, 24368:28368, 20368:24368] (5000, 4000, 4000) and write ROI [5700:10700, 24368:28368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2329 with read ROI [5700:10700, 24368:28368, 64368:68368] (5000, 4000, 4000) and write ROI [5700:10700, 24368:28368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/717 with read ROI [5700:10700, 28368:32368, 28368:32368] (5000, 4000, 4000) and write ROI [5700:10700, 28368:32368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3313 with read ROI [5700:10700, 28368:32368, 72368:76368] (5000, 4000, 4000) and write ROI [5700:10700, 28368:32368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1586 with read ROI [5700:10700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [5700:10700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5006 with read ROI [5700:10700, 32368:36368, 84368:88368] (5000, 4000, 4000) and write ROI [5700:10700, 32368:36368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/872 with read ROI [5700:10700, 36368:40368, 24368:28368] (5000, 4000, 4000) and write ROI [5700:10700, 36368:40368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3332 with read ROI [5700:10700, 36368:40368, 64368:68368] (5000, 4000, 4000) and write ROI [5700:10700, 36368:40368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6601 with read ROI [5700:10700, 36368:40368, 92368:96368] (5000, 4000, 4000) and write ROI [5700:10700, 36368:40368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9195 with read ROI [5700:10700, 36368:40368, 108368:111944] (5000, 4000, 3576) and write ROI [5700:10700, 36368:40368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/627 with read ROI [5700:10700, 40368:44368, 12368:16368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2667 with read ROI [5700:10700, 40368:44368, 52368:56368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5523 with read ROI [5700:10700, 40368:44368, 80368:84368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1619 with read ROI [5700:10700, 44368:48368, 32368:36368] (5000, 4000, 4000) and write ROI [5700:10700, 44368:48368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3733 with read ROI [5700:10700, 44368:48368, 60368:64368] (5000, 4000, 4000) and write ROI [5700:10700, 44368:48368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9959 with read ROI [5700:10700, 44368:48368, 104368:108368] (5000, 4000, 4000) and write ROI [5700:10700, 44368:48368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1232 with read ROI [5700:10700, 48368:52368, 20368:24368] (5000, 4000, 4000) and write ROI [5700:10700, 48368:52368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3368 with read ROI [5700:10700, 48368:52368, 52368:56368] (5000, 4000, 4000) and write ROI [5700:10700, 48368:52368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7862 with read ROI [5700:10700, 48368:52368, 88368:92368] (5000, 4000, 4000) and write ROI [5700:10700, 48368:52368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/922 with read ROI [5700:10700, 52368:56368, 8368:12368] (5000, 4000, 4000) and write ROI [5700:10700, 52368:56368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4166 with read ROI [5700:10700, 52368:56368, 56368:60368] (5000, 4000, 4000) and write ROI [5700:10700, 52368:56368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11586 with read ROI [5700:10700, 52368:56368, 104368:108368] (5000, 4000, 4000) and write ROI [5700:10700, 52368:56368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1261 with read ROI [5700:10700, 56368:60368, 12368:16368] (5000, 4000, 4000) and write ROI [5700:10700, 56368:60368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5081 with read ROI [5700:10700, 56368:60368, 60368:64368] (5000, 4000, 4000) and write ROI [5700:10700, 56368:60368, 60368:64368] (5000, 4000, 4000)
