start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/165 with read ROI [700:5700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9310 with read ROI [700:5700, 72368:76368, 76368:80368] (5000, 4000, 4000) and write ROI [700:5700, 72368:76368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3844 with read ROI [700:5700, 76368:80368, 32368:36368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7960 with read ROI [700:5700, 76368:80368, 64368:68368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2810 with read ROI [700:5700, 80368:84368, 16368:20368] (5000, 4000, 4000) and write ROI [700:5700, 80368:84368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7980 with read ROI [700:5700, 80368:84368, 60368:64368] (5000, 4000, 4000) and write ROI [700:5700, 80368:84368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4726 with read ROI [700:5700, 84368:88368, 32368:36368] (5000, 4000, 4000) and write ROI [700:5700, 84368:88368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8001 with read ROI [700:5700, 84368:88368, 56368:60368] (5000, 4000, 4000) and write ROI [700:5700, 84368:88368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14421 with read ROI [700:5700, 84368:88368, 88368:92368] (5000, 4000, 4000) and write ROI [700:5700, 84368:88368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3529 with read ROI [700:5700, 88368:92368, 16368:20368] (5000, 4000, 4000) and write ROI [700:5700, 88368:92368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4748 with read ROI [700:5700, 88368:92368, 28368:32368] (5000, 4000, 4000) and write ROI [700:5700, 88368:92368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7393 with read ROI [700:5700, 88368:92368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 88368:92368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13497 with read ROI [700:5700, 88368:92368, 80368:84368] (5000, 4000, 4000) and write ROI [700:5700, 88368:92368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13569 with read ROI [700:5700, 100368:103240, 68368:72368] (5000, 2872, 4000) and write ROI [700:5700, 100368:103240, 68368:72368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23751 with read ROI [700:5700, 100368:103240, 104368:108368] (5000, 2872, 4000) and write ROI [700:5700, 100368:103240, 104368:108368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22 with read ROI [5700:10700, 368:4368, 12368:16368] (5000, 4000, 4000) and write ROI [5700:10700, 368:4368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/222 with read ROI [5700:10700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [5700:10700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/818 with read ROI [5700:10700, 368:4368, 60368:64368] (5000, 4000, 4000) and write ROI [5700:10700, 368:4368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2302 with read ROI [5700:10700, 368:4368, 88368:92368] (5000, 4000, 4000) and write ROI [5700:10700, 368:4368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14 with read ROI [5700:10700, 4368:8368, 4368:8368] (5000, 4000, 4000) and write ROI [5700:10700, 4368:8368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/224 with read ROI [5700:10700, 4368:8368, 32368:36368] (5000, 4000, 4000) and write ROI [5700:10700, 4368:8368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/820 with read ROI [5700:10700, 4368:8368, 56368:60368] (5000, 4000, 4000) and write ROI [5700:10700, 4368:8368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2028 with read ROI [5700:10700, 4368:8368, 80368:84368] (5000, 4000, 4000) and write ROI [5700:10700, 4368:8368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/172 with read ROI [5700:10700, 8368:12368, 24368:28368] (5000, 4000, 4000) and write ROI [5700:10700, 8368:12368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2307 with read ROI [5700:10700, 8368:12368, 80368:84368] (5000, 4000, 4000) and write ROI [5700:10700, 8368:12368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/827 with read ROI [5700:10700, 12368:16368, 48368:52368] (5000, 4000, 4000) and write ROI [5700:10700, 12368:16368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2611 with read ROI [5700:10700, 12368:16368, 80368:84368] (5000, 4000, 4000) and write ROI [5700:10700, 12368:16368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/471 with read ROI [5700:10700, 16368:20368, 32368:36368] (5000, 4000, 4000) and write ROI [5700:10700, 16368:20368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2941 with read ROI [5700:10700, 16368:20368, 80368:84368] (5000, 4000, 4000) and write ROI [5700:10700, 16368:20368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1162 with read ROI [5700:10700, 20368:24368, 48368:52368] (5000, 4000, 4000) and write ROI [5700:10700, 20368:24368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3298 with read ROI [5700:10700, 20368:24368, 80368:84368] (5000, 4000, 4000) and write ROI [5700:10700, 20368:24368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1169 with read ROI [5700:10700, 24368:28368, 44368:48368] (5000, 4000, 4000) and write ROI [5700:10700, 24368:28368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2954 with read ROI [5700:10700, 24368:28368, 72368:76368] (5000, 4000, 4000) and write ROI [5700:10700, 24368:28368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1177 with read ROI [5700:10700, 28368:32368, 40368:44368] (5000, 4000, 4000) and write ROI [5700:10700, 28368:32368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2962 with read ROI [5700:10700, 28368:32368, 68368:72368] (5000, 4000, 4000) and write ROI [5700:10700, 28368:32368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/606 with read ROI [5700:10700, 32368:36368, 20368:24368] (5000, 4000, 4000) and write ROI [5700:10700, 32368:36368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4541 with read ROI [5700:10700, 32368:36368, 80368:84368] (5000, 4000, 4000) and write ROI [5700:10700, 32368:36368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1827 with read ROI [5700:10700, 36368:40368, 44368:48368] (5000, 4000, 4000) and write ROI [5700:10700, 36368:40368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3710 with read ROI [5700:10700, 36368:40368, 68368:72368] (5000, 4000, 4000) and write ROI [5700:10700, 36368:40368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1607 with read ROI [5700:10700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6612 with read ROI [5700:10700, 40368:44368, 88368:92368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7207 with read ROI [5700:10700, 40368:44368, 92368:96368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7837 with read ROI [5700:10700, 40368:44368, 96368:100368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8503 with read ROI [5700:10700, 40368:44368, 100368:104368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9206 with read ROI [5700:10700, 40368:44368, 104368:108368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9947 with read ROI [5700:10700, 40368:44368, 108368:111944] (5000, 4000, 3576) and write ROI [5700:10700, 40368:44368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/443 with read ROI [5700:10700, 44368:48368, 368:4368] (5000, 4000, 4000) and write ROI [5700:10700, 44368:48368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/534 with read ROI [5700:10700, 44368:48368, 4368:8368] (5000, 4000, 4000) and write ROI [5700:10700, 44368:48368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/639 with read ROI [5700:10700, 44368:48368, 8368:12368] (5000, 4000, 4000) and write ROI [5700:10700, 44368:48368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3004 with read ROI [5700:10700, 44368:48368, 52368:56368] (5000, 4000, 4000) and write ROI [5700:10700, 44368:48368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6624 with read ROI [5700:10700, 44368:48368, 84368:88368] (5000, 4000, 4000) and write ROI [5700:10700, 44368:48368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2692 with read ROI [5700:10700, 48368:52368, 44368:48368] (5000, 4000, 4000) and write ROI [5700:10700, 48368:52368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4587 with read ROI [5700:10700, 48368:52368, 64368:68368] (5000, 4000, 4000) and write ROI [5700:10700, 48368:52368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3382 with read ROI [5700:10700, 52368:56368, 48368:52368] (5000, 4000, 4000) and write ROI [5700:10700, 52368:56368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8542 with read ROI [5700:10700, 52368:56368, 88368:92368] (5000, 4000, 4000) and write ROI [5700:10700, 52368:56368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9245 with read ROI [5700:10700, 52368:56368, 92368:96368] (5000, 4000, 4000) and write ROI [5700:10700, 52368:56368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9986 with read ROI [5700:10700, 52368:56368, 96368:100368] (5000, 4000, 4000) and write ROI [5700:10700, 52368:56368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12447 with read ROI [5700:10700, 52368:56368, 108368:111944] (5000, 4000, 3576) and write ROI [5700:10700, 52368:56368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1090 with read ROI [5700:10700, 56368:60368, 8368:12368] (5000, 4000, 4000) and write ROI [5700:10700, 56368:60368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4181 with read ROI [5700:10700, 56368:60368, 52368:56368] (5000, 4000, 4000) and write ROI [5700:10700, 56368:60368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10001 with read ROI [5700:10700, 56368:60368, 92368:96368] (5000, 4000, 4000) and write ROI [5700:10700, 56368:60368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10781 with read ROI [5700:10700, 56368:60368, 96368:100368] (5000, 4000, 4000) and write ROI [5700:10700, 56368:60368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11601 with read ROI [5700:10700, 56368:60368, 100368:104368] (5000, 4000, 4000) and write ROI [5700:10700, 56368:60368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12462 with read ROI [5700:10700, 56368:60368, 104368:108368] (5000, 4000, 4000) and write ROI [5700:10700, 56368:60368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13365 with read ROI [5700:10700, 56368:60368, 108368:111944] (5000, 4000, 3576) and write ROI [5700:10700, 56368:60368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/953 with read ROI [5700:10700, 60368:64368, 368:4368] (5000, 4000, 4000) and write ROI [5700:10700, 60368:64368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1106 with read ROI [5700:10700, 60368:64368, 4368:8368] (5000, 4000, 4000) and write ROI [5700:10700, 60368:64368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1277 with read ROI [5700:10700, 60368:64368, 8368:12368] (5000, 4000, 4000) and write ROI [5700:10700, 60368:64368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2437 with read ROI [5700:10700, 60368:64368, 28368:32368] (5000, 4000, 4000) and write ROI [5700:10700, 60368:64368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7277 with read ROI [5700:10700, 60368:64368, 72368:76368] (5000, 4000, 4000) and write ROI [5700:10700, 60368:64368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2754 with read ROI [5700:10700, 64368:68368, 28368:32368] (5000, 4000, 4000) and write ROI [5700:10700, 64368:68368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5610 with read ROI [5700:10700, 64368:68368, 56368:60368] (5000, 4000, 4000) and write ROI [5700:10700, 64368:68368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9293 with read ROI [5700:10700, 64368:68368, 80368:84368] (5000, 4000, 4000) and write ROI [5700:10700, 64368:68368, 80368:84368] (5000, 4000, 4000)
