start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4 with read ROI [700:5700, 368:4368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2610 with read ROI [700:5700, 16368:20368, 80368:84368] (5000, 4000, 4000) and write ROI [700:5700, 16368:20368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/831 with read ROI [700:5700, 20368:24368, 44368:48368] (5000, 4000, 4000) and write ROI [700:5700, 20368:24368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2940 with read ROI [700:5700, 20368:24368, 80368:84368] (5000, 4000, 4000) and write ROI [700:5700, 20368:24368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/581 with read ROI [700:5700, 24368:28368, 32368:36368] (5000, 4000, 4000) and write ROI [700:5700, 24368:28368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2946 with read ROI [700:5700, 24368:28368, 76368:80368] (5000, 4000, 4000) and write ROI [700:5700, 24368:28368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/844 with read ROI [700:5700, 28368:32368, 36368:40368] (5000, 4000, 4000) and write ROI [700:5700, 28368:32368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2628 with read ROI [700:5700, 28368:32368, 68368:72368] (5000, 4000, 4000) and write ROI [700:5700, 28368:32368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/852 with read ROI [700:5700, 32368:36368, 32368:36368] (5000, 4000, 4000) and write ROI [700:5700, 32368:36368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3690 with read ROI [700:5700, 32368:36368, 76368:80368] (5000, 4000, 4000) and write ROI [700:5700, 32368:36368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1816 with read ROI [700:5700, 36368:40368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 36368:40368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5005 with read ROI [700:5700, 36368:40368, 84368:88368] (5000, 4000, 4000) and write ROI [700:5700, 36368:40368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2079 with read ROI [700:5700, 40368:44368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 40368:44368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5511 with read ROI [700:5700, 40368:44368, 84368:88368] (5000, 4000, 4000) and write ROI [700:5700, 40368:44368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2366 with read ROI [700:5700, 44368:48368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 44368:48368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/894 with read ROI [700:5700, 48368:52368, 16368:20368] (5000, 4000, 4000) and write ROI [700:5700, 48368:52368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2378 with read ROI [700:5700, 48368:52368, 44368:48368] (5000, 4000, 4000) and write ROI [700:5700, 48368:52368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6623 with read ROI [700:5700, 48368:52368, 84368:88368] (5000, 4000, 4000) and write ROI [700:5700, 48368:52368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2391 with read ROI [700:5700, 52368:56368, 40368:44368] (5000, 4000, 4000) and write ROI [700:5700, 52368:56368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6636 with read ROI [700:5700, 52368:56368, 80368:84368] (5000, 4000, 4000) and write ROI [700:5700, 52368:56368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3030 with read ROI [700:5700, 56368:60368, 44368:48368] (5000, 4000, 4000) and write ROI [700:5700, 56368:60368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7875 with read ROI [700:5700, 56368:60368, 84368:88368] (5000, 4000, 4000) and write ROI [700:5700, 56368:60368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2420 with read ROI [700:5700, 60368:64368, 32368:36368] (5000, 4000, 4000) and write ROI [700:5700, 60368:64368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6665 with read ROI [700:5700, 60368:64368, 72368:76368] (5000, 4000, 4000) and write ROI [700:5700, 60368:64368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4196 with read ROI [700:5700, 64368:68368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 64368:68368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10016 with read ROI [700:5700, 64368:68368, 88368:92368] (5000, 4000, 4000) and write ROI [700:5700, 64368:68368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10796 with read ROI [700:5700, 64368:68368, 92368:96368] (5000, 4000, 4000) and write ROI [700:5700, 64368:68368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11616 with read ROI [700:5700, 64368:68368, 96368:100368] (5000, 4000, 4000) and write ROI [700:5700, 64368:68368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12477 with read ROI [700:5700, 64368:68368, 100368:104368] (5000, 4000, 4000) and write ROI [700:5700, 64368:68368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13380 with read ROI [700:5700, 64368:68368, 104368:108368] (5000, 4000, 4000) and write ROI [700:5700, 64368:68368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14326 with read ROI [700:5700, 64368:68368, 108368:111944] (5000, 4000, 3576) and write ROI [700:5700, 64368:68368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1122 with read ROI [700:5700, 68368:72368, 368:4368] (5000, 4000, 4000) and write ROI [700:5700, 68368:72368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1293 with read ROI [700:5700, 68368:72368, 4368:8368] (5000, 4000, 4000) and write ROI [700:5700, 68368:72368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1483 with read ROI [700:5700, 68368:72368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 68368:72368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4213 with read ROI [700:5700, 68368:72368, 44368:48368] (5000, 4000, 4000) and write ROI [700:5700, 68368:72368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10813 with read ROI [700:5700, 68368:72368, 88368:92368] (5000, 4000, 4000) and write ROI [700:5700, 68368:72368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12494 with read ROI [700:5700, 68368:72368, 96368:100368] (5000, 4000, 4000) and write ROI [700:5700, 68368:72368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13397 with read ROI [700:5700, 68368:72368, 100368:104368] (5000, 4000, 4000) and write ROI [700:5700, 68368:72368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15333 with read ROI [700:5700, 68368:72368, 108368:111944] (5000, 4000, 3576) and write ROI [700:5700, 68368:72368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1711 with read ROI [700:5700, 72368:76368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 72368:76368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6155 with read ROI [700:5700, 72368:76368, 56368:60368] (5000, 4000, 4000) and write ROI [700:5700, 72368:76368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12512 with read ROI [700:5700, 72368:76368, 92368:96368] (5000, 4000, 4000) and write ROI [700:5700, 72368:76368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13415 with read ROI [700:5700, 72368:76368, 96368:100368] (5000, 4000, 4000) and write ROI [700:5700, 72368:76368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15351 with read ROI [700:5700, 72368:76368, 104368:108368] (5000, 4000, 4000) and write ROI [700:5700, 72368:76368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1520 with read ROI [700:5700, 76368:80368, 368:4368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2214 with read ROI [700:5700, 76368:80368, 12368:16368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10070 with read ROI [700:5700, 76368:80368, 76368:80368] (5000, 4000, 4000) and write ROI [700:5700, 76368:80368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5170 with read ROI [700:5700, 80368:84368, 40368:44368] (5000, 4000, 4000) and write ROI [700:5700, 80368:84368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11690 with read ROI [700:5700, 80368:84368, 80368:84368] (5000, 4000, 4000) and write ROI [700:5700, 80368:84368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9370 with read ROI [700:5700, 84368:88368, 64368:68368] (5000, 4000, 4000) and write ROI [700:5700, 84368:88368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10133 with read ROI [700:5700, 88368:92368, 64368:68368] (5000, 4000, 4000) and write ROI [700:5700, 88368:92368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15433 with read ROI [700:5700, 88368:92368, 88368:92368] (5000, 4000, 4000) and write ROI [700:5700, 88368:92368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18677 with read ROI [700:5700, 88368:92368, 100368:104368] (5000, 4000, 4000) and write ROI [700:5700, 88368:92368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21078 with read ROI [700:5700, 88368:92368, 108368:111944] (5000, 4000, 3576) and write ROI [700:5700, 88368:92368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2876 with read ROI [700:5700, 92368:96368, 4368:8368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3201 with read ROI [700:5700, 92368:96368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3930 with read ROI [700:5700, 92368:96368, 16368:20368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4771 with read ROI [700:5700, 92368:96368, 24368:28368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5732 with read ROI [700:5700, 92368:96368, 32368:36368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6821 with read ROI [700:5700, 92368:96368, 40368:44368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8046 with read ROI [700:5700, 92368:96368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9415 with read ROI [700:5700, 92368:96368, 56368:60368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10936 with read ROI [700:5700, 92368:96368, 64368:68368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12617 with read ROI [700:5700, 92368:96368, 72368:76368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14466 with read ROI [700:5700, 92368:96368, 80368:84368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16491 with read ROI [700:5700, 92368:96368, 88368:92368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18700 with read ROI [700:5700, 92368:96368, 96368:100368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21101 with read ROI [700:5700, 92368:96368, 104368:108368] (5000, 4000, 4000) and write ROI [700:5700, 92368:96368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2900 with read ROI [700:5700, 96368:100368, 368:4368] (5000, 4000, 4000) and write ROI [700:5700, 96368:100368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3576 with read ROI [700:5700, 96368:100368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 96368:100368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4360 with read ROI [700:5700, 96368:100368, 16368:20368] (5000, 4000, 4000) and write ROI [700:5700, 96368:100368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5756 with read ROI [700:5700, 96368:100368, 28368:32368] (5000, 4000, 4000) and write ROI [700:5700, 96368:100368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6845 with read ROI [700:5700, 96368:100368, 36368:40368] (5000, 4000, 4000) and write ROI [700:5700, 96368:100368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8070 with read ROI [700:5700, 96368:100368, 44368:48368] (5000, 4000, 4000) and write ROI [700:5700, 96368:100368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9439 with read ROI [700:5700, 96368:100368, 52368:56368] (5000, 4000, 4000) and write ROI [700:5700, 96368:100368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11780 with read ROI [700:5700, 96368:100368, 64368:68368] (5000, 4000, 4000) and write ROI [700:5700, 96368:100368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14490 with read ROI [700:5700, 96368:100368, 76368:80368] (5000, 4000, 4000) and write ROI [700:5700, 96368:100368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17596 with read ROI [700:5700, 96368:100368, 88368:92368] (5000, 4000, 4000) and write ROI [700:5700, 96368:100368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22400 with read ROI [700:5700, 96368:100368, 104368:108368] (5000, 4000, 4000) and write ROI [700:5700, 96368:100368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3979 with read ROI [700:5700, 100368:103240, 8368:12368] (5000, 2872, 4000) and write ROI [700:5700, 100368:103240, 8368:12368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5781 with read ROI [700:5700, 100368:103240, 24368:28368] (5000, 2872, 4000) and write ROI [700:5700, 100368:103240, 24368:28368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8761 with read ROI [700:5700, 100368:103240, 44368:48368] (5000, 2872, 4000) and write ROI [700:5700, 100368:103240, 44368:48368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11805 with read ROI [700:5700, 100368:103240, 60368:64368] (5000, 2872, 4000) and write ROI [700:5700, 100368:103240, 60368:64368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17621 with read ROI [700:5700, 100368:103240, 84368:88368] (5000, 2872, 4000) and write ROI [700:5700, 100368:103240, 84368:88368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6 with read ROI [5700:10700, 368:4368, 4368:8368] (5000, 4000, 4000) and write ROI [5700:10700, 368:4368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/86 with read ROI [5700:10700, 368:4368, 24368:28368] (5000, 4000, 4000) and write ROI [5700:10700, 368:4368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/457 with read ROI [5700:10700, 368:4368, 48368:52368] (5000, 4000, 4000) and write ROI [5700:10700, 368:4368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1542 with read ROI [5700:10700, 368:4368, 76368:80368] (5000, 4000, 4000) and write ROI [5700:10700, 368:4368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3278 with read ROI [5700:10700, 368:4368, 100368:104368] (5000, 4000, 4000) and write ROI [5700:10700, 368:4368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/169 with read ROI [5700:10700, 4368:8368, 28368:32368] (5000, 4000, 4000) and write ROI [5700:10700, 4368:8368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1334 with read ROI [5700:10700, 4368:8368, 68368:72368] (5000, 4000, 4000) and write ROI [5700:10700, 4368:8368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3658 with read ROI [5700:10700, 4368:8368, 100368:104368] (5000, 4000, 4000) and write ROI [5700:10700, 4368:8368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/27 with read ROI [5700:10700, 8368:12368, 4368:8368] (5000, 4000, 4000) and write ROI [5700:10700, 8368:12368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/227 with read ROI [5700:10700, 8368:12368, 28368:32368] (5000, 4000, 4000) and write ROI [5700:10700, 8368:12368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/176 with read ROI [5700:10700, 12368:16368, 20368:24368] (5000, 4000, 4000) and write ROI [5700:10700, 12368:16368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1151 with read ROI [5700:10700, 12368:16368, 56368:60368] (5000, 4000, 4000) and write ROI [5700:10700, 12368:16368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/181 with read ROI [5700:10700, 16368:20368, 16368:20368] (5000, 4000, 4000) and write ROI [5700:10700, 16368:20368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1156 with read ROI [5700:10700, 16368:20368, 52368:56368] (5000, 4000, 4000) and write ROI [5700:10700, 16368:20368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2616 with read ROI [5700:10700, 16368:20368, 76368:80368] (5000, 4000, 4000) and write ROI [5700:10700, 16368:20368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/477 with read ROI [5700:10700, 20368:24368, 28368:32368] (5000, 4000, 4000) and write ROI [5700:10700, 20368:24368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4082 with read ROI [5700:10700, 20368:24368, 88368:92368] (5000, 4000, 4000) and write ROI [5700:10700, 20368:24368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4517 with read ROI [5700:10700, 20368:24368, 92368:96368] (5000, 4000, 4000) and write ROI [5700:10700, 20368:24368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4982 with read ROI [5700:10700, 20368:24368, 96368:100368] (5000, 4000, 4000) and write ROI [5700:10700, 20368:24368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6006 with read ROI [5700:10700, 20368:24368, 104368:108368] (5000, 4000, 4000) and write ROI [5700:10700, 20368:24368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6567 with read ROI [5700:10700, 20368:24368, 108368:111944] (5000, 4000, 3576) and write ROI [5700:10700, 20368:24368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/113 with read ROI [5700:10700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [5700:10700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/194 with read ROI [5700:10700, 24368:28368, 8368:12368] (5000, 4000, 4000) and write ROI [5700:10700, 24368:28368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/484 with read ROI [5700:10700, 24368:28368, 24368:28368] (5000, 4000, 4000) and write ROI [5700:10700, 24368:28368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2053 with read ROI [5700:10700, 24368:28368, 60368:64368] (5000, 4000, 4000) and write ROI [5700:10700, 24368:28368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/323 with read ROI [5700:10700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [5700:10700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1808 with read ROI [5700:10700, 28368:32368, 52368:56368] (5000, 4000, 4000) and write ROI [5700:10700, 28368:32368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4097 with read ROI [5700:10700, 28368:32368, 80368:84368] (5000, 4000, 4000) and write ROI [5700:10700, 28368:32368, 80368:84368] (5000, 4000, 4000)
