start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/455 with read ROI [700:5700, 368:4368, 52368:56368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1277 with read ROI [5700:10700, 60368:63624, 8368:12368] (5000, 3256, 4000) and write ROI [5700:10700, 60368:63624, 8368:12368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/225 with read ROI [10700:15700, 368:4368, 32368:36368] (5000, 4000, 4000) and write ROI [10700:15700, 368:4368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/173 with read ROI [10700:15700, 4368:8368, 24368:28368] (5000, 4000, 4000) and write ROI [10700:15700, 4368:8368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/828 with read ROI [10700:15700, 8368:12368, 48368:52368] (5000, 4000, 4000) and write ROI [10700:15700, 8368:12368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/237 with read ROI [10700:15700, 12368:16368, 20368:24368] (5000, 4000, 4000) and write ROI [10700:15700, 12368:16368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/195 with read ROI [10700:15700, 20368:24368, 8368:12368] (5000, 4000, 4000) and write ROI [10700:15700, 20368:24368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1007 with read ROI [10700:15700, 24368:28368, 36368:40368] (5000, 4000, 4000) and write ROI [10700:15700, 24368:28368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2071 with read ROI [10700:15700, 28368:32368, 52368:56368] (5000, 4000, 4000) and write ROI [10700:15700, 28368:32368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/523 with read ROI [10700:15700, 36368:40368, 8368:12368] (5000, 4000, 4000) and write ROI [10700:15700, 36368:40368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3369 with read ROI [10700:15700, 44368:48368, 52368:56368] (5000, 4000, 4000) and write ROI [10700:15700, 44368:48368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1878 with read ROI [10700:15700, 48368:52368, 28368:32368] (5000, 4000, 4000) and write ROI [10700:15700, 48368:52368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/938 with read ROI [10700:15700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [10700:15700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1926 with read ROI [10700:15700, 60368:63624, 16368:20368] (5000, 3256, 4000) and write ROI [10700:15700, 60368:63624, 16368:20368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4650 with read ROI [10700:15700, 60368:63624, 48368:52368] (5000, 3256, 4000) and write ROI [10700:15700, 60368:63624, 48368:52368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/229 with read ROI [15700:20700, 368:4368, 28368:32368] (5000, 4000, 4000) and write ROI [15700:20700, 368:4368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1153 with read ROI [15700:20700, 4368:8368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 4368:8368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/189 with read ROI [15700:20700, 12368:16368, 12368:16368] (5000, 4000, 4000) and write ROI [15700:20700, 12368:16368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/591 with read ROI [15700:20700, 16368:20368, 28368:32368] (5000, 4000, 4000) and write ROI [15700:20700, 16368:20368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2063 with read ROI [15700:20700, 20368:24368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 20368:24368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2648 with read ROI [15700:20700, 24368:28368, 60368:63624] (5000, 4000, 3256) and write ROI [15700:20700, 24368:28368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1027 with read ROI [15700:20700, 28368:32368, 28368:32368] (5000, 4000, 4000) and write ROI [15700:20700, 28368:32368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2994 with read ROI [15700:20700, 32368:36368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 32368:36368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1234 with read ROI [15700:20700, 40368:44368, 20368:24368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2694 with read ROI [15700:20700, 40368:44368, 44368:48368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4603 with read ROI [15700:20700, 44368:48368, 60368:63624] (5000, 4000, 3256) and write ROI [15700:20700, 44368:48368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3048 with read ROI [15700:20700, 48368:52368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5595 with read ROI [15700:20700, 52368:56368, 60368:63624] (5000, 4000, 3256) and write ROI [15700:20700, 52368:56368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1504 with read ROI [15700:20700, 60368:63624, 4368:8368] (5000, 3256, 4000) and write ROI [15700:20700, 60368:63624, 4368:8368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/75 with read ROI [20700:25700, 4368:8368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/389 with read ROI [20700:25700, 8368:12368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/396 with read ROI [20700:25700, 12368:16368, 20368:24368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/856 with read ROI [20700:25700, 16368:20368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 16368:20368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1589 with read ROI [20700:25700, 20368:24368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1830 with read ROI [20700:25700, 24368:28368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3346 with read ROI [20700:25700, 28368:32368, 60368:63624] (5000, 4000, 3256) and write ROI [20700:25700, 28368:32368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2382 with read ROI [20700:25700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1249 with read ROI [20700:25700, 40368:44368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2709 with read ROI [20700:25700, 40368:44368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/956 with read ROI [20700:25700, 48368:52368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1928 with read ROI [20700:25700, 52368:56368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4217 with read ROI [20700:25700, 52368:56368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5135 with read ROI [20700:25700, 56368:60368, 48368:52368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/104 with read ROI [25700:30700, 368:4368, 8368:12368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/110 with read ROI [25700:30700, 4368:8368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/849 with read ROI [25700:30700, 8368:12368, 36368:40368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/270 with read ROI [25700:30700, 16368:20368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/515 with read ROI [25700:30700, 20368:24368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2095 with read ROI [25700:30700, 24368:28368, 44368:48368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2683 with read ROI [25700:30700, 28368:32368, 48368:52368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3021 with read ROI [25700:30700, 32368:36368, 48368:52368] (5000, 4000, 4000) and write ROI [25700:30700, 32368:36368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4170 with read ROI [25700:30700, 36368:40368, 56368:60368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2165 with read ROI [25700:30700, 44368:48368, 24368:28368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2458 with read ROI [25700:30700, 48368:52368, 24368:28368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3830 with read ROI [25700:30700, 52368:56368, 36368:40368] (5000, 4000, 4000) and write ROI [25700:30700, 52368:56368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1986 with read ROI [25700:30700, 60368:63624, 4368:8368] (5000, 3256, 4000) and write ROI [25700:30700, 60368:63624, 4368:8368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/313 with read ROI [30700:35700, 368:4368, 20368:24368] (5000, 4000, 4000) and write ROI [30700:35700, 368:4368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/594 with read ROI [30700:35700, 4368:8368, 28368:32368] (5000, 4000, 4000) and write ROI [30700:35700, 4368:8368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1011 with read ROI [30700:35700, 8368:12368, 36368:40368] (5000, 4000, 4000) and write ROI [30700:35700, 8368:12368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1822 with read ROI [30700:35700, 12368:16368, 48368:52368] (5000, 4000, 4000) and write ROI [30700:35700, 12368:16368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/358 with read ROI [30700:35700, 20368:24368, 368:4368] (5000, 4000, 4000) and write ROI [30700:35700, 20368:24368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1624 with read ROI [30700:35700, 24368:28368, 32368:36368] (5000, 4000, 4000) and write ROI [30700:35700, 24368:28368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4157 with read ROI [30700:35700, 28368:32368, 60368:63624] (5000, 4000, 3256) and write ROI [30700:35700, 28368:32368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3036 with read ROI [30700:35700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [30700:35700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5086 with read ROI [30700:35700, 36368:40368, 60368:63624] (5000, 4000, 3256) and write ROI [30700:35700, 36368:40368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2759 with read ROI [30700:35700, 44368:48368, 28368:32368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5137 with read ROI [30700:35700, 48368:52368, 48368:52368] (5000, 4000, 4000) and write ROI [30700:35700, 48368:52368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5156 with read ROI [30700:35700, 52368:56368, 44368:48368] (5000, 4000, 4000) and write ROI [30700:35700, 52368:56368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7356 with read ROI [30700:35700, 56368:60368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 56368:60368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/715 with read ROI [35700:40700, 368:4368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 368:4368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1814 with read ROI [35700:40700, 4368:8368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 4368:8368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/348 with read ROI [35700:40700, 12368:16368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/889 with read ROI [35700:40700, 16368:20368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1625 with read ROI [35700:40700, 20368:24368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4158 with read ROI [35700:40700, 24368:28368, 60368:63624] (5000, 4000, 3256) and write ROI [35700:40700, 24368:28368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1667 with read ROI [35700:40700, 32368:36368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 32368:36368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3797 with read ROI [35700:40700, 36368:40368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2202 with read ROI [35700:40700, 44368:48368, 16368:20368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5653 with read ROI [35700:40700, 48368:52368, 48368:52368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7987 with read ROI [35700:40700, 52368:56368, 60368:63624] (5000, 4000, 3256) and write ROI [35700:40700, 52368:56368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7378 with read ROI [35700:40700, 56368:60368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6805 with read ROI [35700:40700, 60368:63624, 44368:48368] (5000, 3256, 4000) and write ROI [35700:40700, 60368:63624, 44368:48368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/417 with read ROI [40700:45700, 4368:8368, 12368:16368] (5000, 4000, 4000) and write ROI [40700:45700, 4368:8368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1393 with read ROI [40700:45700, 8368:12368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 8368:12368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1614 with read ROI [40700:45700, 12368:16368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 12368:16368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3011 with read ROI [40700:45700, 16368:20368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 16368:20368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/673 with read ROI [40700:45700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [40700:45700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1458 with read ROI [40700:45700, 28368:32368, 16368:20368] (5000, 4000, 4000) and write ROI [40700:45700, 28368:32368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3069 with read ROI [40700:45700, 32368:36368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1950 with read ROI [40700:45700, 40368:44368, 12368:16368] (5000, 4000, 4000) and write ROI [40700:45700, 40368:44368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3123 with read ROI [40700:45700, 44368:48368, 24368:28368] (5000, 4000, 4000) and write ROI [40700:45700, 44368:48368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3143 with read ROI [40700:45700, 48368:52368, 20368:24368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6223 with read ROI [40700:45700, 52368:56368, 44368:48368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8031 with read ROI [40700:45700, 56368:60368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 56368:60368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/509 with read ROI [45700:50700, 368:4368, 16368:20368] (5000, 4000, 4000) and write ROI [45700:50700, 368:4368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/624 with read ROI [45700:50700, 4368:8368, 16368:20368] (5000, 4000, 4000) and write ROI [45700:50700, 4368:8368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1044 with read ROI [45700:50700, 8368:12368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 8368:12368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1627 with read ROI [45700:50700, 12368:16368, 32368:36368] (5000, 4000, 4000) and write ROI [45700:50700, 12368:16368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/794 with read ROI [45700:50700, 20368:24368, 4368:8368] (5000, 4000, 4000) and write ROI [45700:50700, 20368:24368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2153 with read ROI [45700:50700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 28368:32368] (5000, 4000, 4000)
