start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/20 with read ROI [700:5700, 368:4368, 16368:20368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3381 with read ROI [700:5700, 56368:60368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 56368:60368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2720 with read ROI [700:5700, 60368:63624, 36368:40368] (5000, 3256, 4000) and write ROI [700:5700, 60368:63624, 36368:40368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/562 with read ROI [5700:10700, 368:4368, 52368:56368] (5000, 4000, 4000) and write ROI [5700:10700, 368:4368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/564 with read ROI [5700:10700, 4368:8368, 48368:52368] (5000, 4000, 4000) and write ROI [5700:10700, 4368:8368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/462 with read ROI [5700:10700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [5700:10700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/576 with read ROI [5700:10700, 16368:20368, 36368:40368] (5000, 4000, 4000) and write ROI [5700:10700, 16368:20368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/582 with read ROI [5700:10700, 20368:24368, 32368:36368] (5000, 4000, 4000) and write ROI [5700:10700, 20368:24368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/597 with read ROI [5700:10700, 28368:32368, 24368:28368] (5000, 4000, 4000) and write ROI [5700:10700, 28368:32368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1808 with read ROI [5700:10700, 28368:32368, 52368:56368] (5000, 4000, 4000) and write ROI [5700:10700, 28368:32368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2080 with read ROI [5700:10700, 36368:40368, 48368:52368] (5000, 4000, 4000) and write ROI [5700:10700, 36368:40368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2992 with read ROI [5700:10700, 40368:44368, 56368:60368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1061 with read ROI [5700:10700, 48368:52368, 16368:20368] (5000, 4000, 4000) and write ROI [5700:10700, 48368:52368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4152 with read ROI [5700:10700, 48368:52368, 60368:63624] (5000, 4000, 3256) and write ROI [5700:10700, 48368:52368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2421 with read ROI [5700:10700, 56368:60368, 32368:36368] (5000, 4000, 4000) and write ROI [5700:10700, 56368:60368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4197 with read ROI [5700:10700, 60368:63624, 48368:52368] (5000, 3256, 4000) and write ROI [5700:10700, 60368:63624, 48368:52368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/28 with read ROI [10700:15700, 4368:8368, 4368:8368] (5000, 4000, 4000) and write ROI [10700:15700, 4368:8368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/177 with read ROI [10700:15700, 8368:12368, 20368:24368] (5000, 4000, 4000) and write ROI [10700:15700, 8368:12368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/387 with read ROI [10700:15700, 16368:20368, 24368:28368] (5000, 4000, 4000) and write ROI [10700:15700, 16368:20368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/703 with read ROI [10700:15700, 16368:20368, 36368:40368] (5000, 4000, 4000) and write ROI [10700:15700, 16368:20368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/718 with read ROI [10700:15700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [10700:15700, 24368:28368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1828 with read ROI [10700:15700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [10700:15700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2104 with read ROI [10700:15700, 40368:44368, 40368:44368] (5000, 4000, 4000) and write ROI [10700:15700, 40368:44368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4153 with read ROI [10700:15700, 44368:48368, 60368:63624] (5000, 4000, 3256) and write ROI [10700:15700, 44368:48368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4167 with read ROI [10700:15700, 48368:52368, 56368:60368] (5000, 4000, 4000) and write ROI [10700:15700, 48368:52368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1278 with read ROI [10700:15700, 56368:60368, 8368:12368] (5000, 4000, 4000) and write ROI [10700:15700, 56368:60368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3080 with read ROI [10700:15700, 60368:63624, 32368:36368] (5000, 3256, 4000) and write ROI [10700:15700, 60368:63624, 32368:36368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1149 with read ROI [15700:20700, 368:4368, 60368:63624] (5000, 4000, 3256) and write ROI [15700:20700, 368:4368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1343 with read ROI [15700:20700, 4368:8368, 60368:63624] (5000, 4000, 3256) and write ROI [15700:20700, 4368:8368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/144 with read ROI [15700:20700, 12368:16368, 8368:12368] (5000, 4000, 4000) and write ROI [15700:20700, 12368:16368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/486 with read ROI [15700:20700, 16368:20368, 24368:28368] (5000, 4000, 4000) and write ROI [15700:20700, 16368:20368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1179 with read ROI [15700:20700, 20368:24368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 20368:24368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/278 with read ROI [15700:20700, 28368:32368, 368:4368] (5000, 4000, 4000) and write ROI [15700:20700, 28368:32368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/524 with read ROI [15700:20700, 32368:36368, 8368:12368] (5000, 4000, 4000) and write ROI [15700:20700, 32368:36368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3006 with read ROI [15700:20700, 36368:40368, 52368:56368] (5000, 4000, 4000) and write ROI [15700:20700, 36368:40368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3748 with read ROI [15700:20700, 40368:44368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2423 with read ROI [15700:20700, 48368:52368, 32368:36368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3793 with read ROI [15700:20700, 52368:56368, 44368:48368] (5000, 4000, 4000) and write ROI [15700:20700, 52368:56368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1714 with read ROI [15700:20700, 60368:63624, 8368:12368] (5000, 3256, 4000) and write ROI [15700:20700, 60368:63624, 8368:12368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2474 with read ROI [15700:20700, 60368:63624, 20368:24368] (5000, 3256, 4000) and write ROI [15700:20700, 60368:63624, 20368:24368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/139 with read ROI [20700:25700, 4368:8368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/109 with read ROI [20700:25700, 8368:12368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1572 with read ROI [20700:25700, 12368:16368, 52368:56368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/214 with read ROI [20700:25700, 20368:24368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/423 with read ROI [20700:25700, 24368:28368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2370 with read ROI [20700:25700, 28368:32368, 48368:52368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/550 with read ROI [20700:25700, 36368:40368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3749 with read ROI [20700:25700, 36368:40368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1093 with read ROI [20700:25700, 44368:48368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2440 with read ROI [20700:25700, 48368:52368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3082 with read ROI [20700:25700, 52368:56368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4670 with read ROI [20700:25700, 56368:60368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/240 with read ROI [25700:30700, 368:4368, 20368:24368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/390 with read ROI [25700:30700, 4368:8368, 24368:28368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/153 with read ROI [25700:30700, 8368:12368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1181 with read ROI [25700:30700, 12368:16368, 40368:44368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/346 with read ROI [25700:30700, 20368:24368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/357 with read ROI [25700:30700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/538 with read ROI [25700:30700, 28368:32368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1636 with read ROI [25700:30700, 32368:36368, 28368:32368] (5000, 4000, 4000) and write ROI [25700:30700, 32368:36368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1265 with read ROI [25700:30700, 40368:44368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3795 with read ROI [25700:30700, 44368:48368, 44368:48368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5614 with read ROI [25700:30700, 48368:52368, 56368:60368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2795 with read ROI [25700:30700, 56368:60368, 20368:24368] (5000, 4000, 4000) and write ROI [25700:30700, 56368:60368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/587 with read ROI [30700:35700, 368:4368, 32368:36368] (5000, 4000, 4000) and write ROI [30700:35700, 368:4368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1364 with read ROI [30700:35700, 4368:8368, 48368:52368] (5000, 4000, 4000) and write ROI [30700:35700, 4368:8368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2066 with read ROI [30700:35700, 8368:12368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 8368:12368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1030 with read ROI [30700:35700, 16368:20368, 28368:32368] (5000, 4000, 4000) and write ROI [30700:35700, 16368:20368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2372 with read ROI [30700:35700, 20368:24368, 48368:52368] (5000, 4000, 4000) and write ROI [30700:35700, 20368:24368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/913 with read ROI [30700:35700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [30700:35700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1651 with read ROI [30700:35700, 32368:36368, 24368:28368] (5000, 4000, 4000) and write ROI [30700:35700, 32368:36368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1897 with read ROI [30700:35700, 36368:40368, 24368:28368] (5000, 4000, 4000) and write ROI [30700:35700, 36368:40368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1913 with read ROI [30700:35700, 40368:44368, 20368:24368] (5000, 4000, 4000) and write ROI [30700:35700, 40368:44368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3084 with read ROI [30700:35700, 44368:48368, 32368:36368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6161 with read ROI [30700:35700, 48368:52368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 48368:52368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6180 with read ROI [30700:35700, 52368:56368, 52368:56368] (5000, 4000, 4000) and write ROI [30700:35700, 52368:56368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7986 with read ROI [30700:35700, 56368:60368, 60368:63624] (5000, 4000, 3256) and write ROI [30700:35700, 56368:60368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6782 with read ROI [30700:35700, 60368:63624, 48368:52368] (5000, 3256, 4000) and write ROI [30700:35700, 60368:63624, 48368:52368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1004 with read ROI [35700:40700, 368:4368, 40368:44368] (5000, 4000, 4000) and write ROI [35700:40700, 368:4368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/217 with read ROI [35700:40700, 8368:12368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/878 with read ROI [35700:40700, 12368:16368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1613 with read ROI [35700:40700, 16368:20368, 36368:40368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/658 with read ROI [35700:40700, 24368:28368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 24368:28368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1442 with read ROI [35700:40700, 28368:32368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1267 with read ROI [35700:40700, 32368:36368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 32368:36368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2167 with read ROI [35700:40700, 36368:40368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2460 with read ROI [35700:40700, 40368:44368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4673 with read ROI [35700:40700, 44368:48368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6181 with read ROI [35700:40700, 48368:52368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6762 with read ROI [35700:40700, 52368:56368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2560 with read ROI [35700:40700, 60368:63624, 4368:8368] (5000, 3256, 4000) and write ROI [35700:40700, 60368:63624, 4368:8368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/724 with read ROI [40700:45700, 368:4368, 28368:32368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2653 with read ROI [40700:45700, 4368:8368, 60368:63624] (5000, 4000, 3256) and write ROI [40700:45700, 4368:8368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2988 with read ROI [40700:45700, 8368:12368, 60368:63624] (5000, 4000, 3256) and write ROI [40700:45700, 8368:12368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1626 with read ROI [40700:45700, 16368:20368, 32368:36368] (5000, 4000, 4000) and write ROI [40700:45700, 16368:20368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2699 with read ROI [40700:45700, 20368:24368, 44368:48368] (5000, 4000, 4000) and write ROI [40700:45700, 20368:24368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4608 with read ROI [40700:45700, 24368:28368, 60368:63624] (5000, 4000, 3256) and write ROI [40700:45700, 24368:28368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1113 with read ROI [40700:45700, 32368:36368, 4368:8368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4204 with read ROI [40700:45700, 32368:36368, 48368:52368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5121 with read ROI [40700:45700, 36368:40368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 36368:40368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6163 with read ROI [40700:45700, 40368:44368, 56368:60368] (5000, 4000, 4000) and write ROI [40700:45700, 40368:44368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4713 with read ROI [40700:45700, 48368:52368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5199 with read ROI [40700:45700, 52368:56368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2584 with read ROI [40700:45700, 60368:63624, 368:4368] (5000, 3256, 4000) and write ROI [40700:45700, 60368:63624, 368:4368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/274 with read ROI [45700:50700, 368:4368, 4368:8368] (5000, 4000, 4000) and write ROI [45700:50700, 368:4368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/880 with read ROI [45700:50700, 4368:8368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 4368:8368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1615 with read ROI [45700:50700, 8368:12368, 36368:40368] (5000, 4000, 4000) and write ROI [45700:50700, 8368:12368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2687 with read ROI [45700:50700, 12368:16368, 48368:52368] (5000, 4000, 4000) and write ROI [45700:50700, 12368:16368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/674 with read ROI [45700:50700, 20368:24368, 368:4368] (5000, 4000, 4000) and write ROI [45700:50700, 20368:24368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1098 with read ROI [45700:50700, 24368:28368, 8368:12368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1475 with read ROI [45700:50700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1933 with read ROI [45700:50700, 32368:36368, 16368:20368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5140 with read ROI [45700:50700, 36368:40368, 48368:52368] (5000, 4000, 4000) and write ROI [45700:50700, 36368:40368, 48368:52368] (5000, 4000, 4000)
