start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/165 with read ROI [700:5700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1563 with read ROI [10700:15700, 16368:20368, 56368:60368] (5000, 4000, 4000) and write ROI [10700:15700, 16368:20368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/258 with read ROI [10700:15700, 24368:28368, 8368:12368] (5000, 4000, 4000) and write ROI [10700:15700, 24368:28368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1587 with read ROI [10700:15700, 28368:32368, 44368:48368] (5000, 4000, 4000) and write ROI [10700:15700, 28368:32368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/748 with read ROI [10700:15700, 36368:40368, 16368:20368] (5000, 4000, 4000) and write ROI [10700:15700, 36368:40368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1037 with read ROI [10700:15700, 36368:40368, 24368:28368] (5000, 4000, 4000) and write ROI [10700:15700, 36368:40368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3344 with read ROI [10700:15700, 36368:40368, 60368:63624] (5000, 4000, 3256) and write ROI [10700:15700, 36368:40368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3734 with read ROI [10700:15700, 40368:44368, 60368:63624] (5000, 4000, 3256) and write ROI [10700:15700, 40368:44368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1076 with read ROI [10700:15700, 48368:52368, 12368:16368] (5000, 4000, 4000) and write ROI [10700:15700, 48368:52368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2407 with read ROI [10700:15700, 48368:52368, 36368:40368] (5000, 4000, 4000) and write ROI [10700:15700, 48368:52368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2722 with read ROI [10700:15700, 52368:56368, 36368:40368] (5000, 4000, 4000) and write ROI [10700:15700, 52368:56368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2738 with read ROI [10700:15700, 56368:60368, 32368:36368] (5000, 4000, 4000) and write ROI [10700:15700, 56368:60368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4215 with read ROI [10700:15700, 60368:63624, 44368:48368] (5000, 3256, 4000) and write ROI [10700:15700, 60368:63624, 44368:48368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/295 with read ROI [15700:20700, 368:4368, 32368:36368] (5000, 4000, 4000) and write ROI [15700:20700, 368:4368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/982 with read ROI [15700:20700, 4368:8368, 52368:56368] (5000, 4000, 4000) and write ROI [15700:20700, 4368:8368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/704 with read ROI [15700:20700, 12368:16368, 36368:40368] (5000, 4000, 4000) and write ROI [15700:20700, 12368:16368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/719 with read ROI [15700:20700, 20368:24368, 28368:32368] (5000, 4000, 4000) and write ROI [15700:20700, 20368:24368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/422 with read ROI [15700:20700, 28368:32368, 8368:12368] (5000, 4000, 4000) and write ROI [15700:20700, 28368:32368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1840 with read ROI [15700:20700, 32368:36368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 32368:36368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3735 with read ROI [15700:20700, 36368:40368, 60368:63624] (5000, 4000, 3256) and write ROI [15700:20700, 36368:40368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/924 with read ROI [15700:20700, 44368:48368, 8368:12368] (5000, 4000, 4000) and write ROI [15700:20700, 44368:48368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3399 with read ROI [15700:20700, 48368:52368, 44368:48368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3081 with read ROI [15700:20700, 56368:60368, 32368:36368] (5000, 4000, 4000) and write ROI [15700:20700, 56368:60368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3450 with read ROI [15700:20700, 60368:63624, 32368:36368] (5000, 3256, 4000) and write ROI [15700:20700, 60368:63624, 32368:36368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/469 with read ROI [20700:25700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/145 with read ROI [20700:25700, 8368:12368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1565 with read ROI [20700:25700, 8368:12368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/205 with read ROI [20700:25700, 16368:20368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 16368:20368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/335 with read ROI [20700:25700, 20368:24368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1028 with read ROI [20700:25700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2995 with read ROI [20700:25700, 28368:32368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2106 with read ROI [20700:25700, 32368:36368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/669 with read ROI [20700:25700, 40368:44368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/804 with read ROI [20700:25700, 44368:48368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1109 with read ROI [20700:25700, 48368:52368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3829 with read ROI [20700:25700, 56368:60368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4689 with read ROI [20700:25700, 60368:63624, 40368:44368] (5000, 3256, 4000) and write ROI [20700:25700, 60368:63624, 40368:44368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/989 with read ROI [25700:30700, 368:4368, 48368:52368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/397 with read ROI [25700:30700, 8368:12368, 20368:24368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1371 with read ROI [25700:30700, 12368:16368, 44368:48368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/280 with read ROI [25700:30700, 20368:24368, 368:4368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2671 with read ROI [25700:30700, 24368:28368, 52368:56368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/912 with read ROI [25700:30700, 32368:36368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 32368:36368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1250 with read ROI [25700:30700, 36368:40368, 16368:20368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1455 with read ROI [25700:30700, 40368:44368, 16368:20368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2182 with read ROI [25700:30700, 48368:52368, 20368:24368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5136 with read ROI [25700:30700, 52368:56368, 48368:52368] (5000, 4000, 4000) and write ROI [25700:30700, 52368:56368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6740 with read ROI [25700:30700, 56368:60368, 56368:60368] (5000, 4000, 4000) and write ROI [25700:30700, 56368:60368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/843 with read ROI [30700:35700, 368:4368, 40368:44368] (5000, 4000, 4000) and write ROI [30700:35700, 368:4368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/162 with read ROI [30700:35700, 8368:12368, 368:4368] (5000, 4000, 4000) and write ROI [30700:35700, 8368:12368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/415 with read ROI [30700:35700, 12368:16368, 12368:16368] (5000, 4000, 4000) and write ROI [30700:35700, 12368:16368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1832 with read ROI [30700:35700, 16368:20368, 44368:48368] (5000, 4000, 4000) and write ROI [30700:35700, 16368:20368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/644 with read ROI [30700:35700, 24368:28368, 8368:12368] (5000, 4000, 4000) and write ROI [30700:35700, 24368:28368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3360 with read ROI [30700:35700, 24368:28368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 24368:28368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1882 with read ROI [30700:35700, 32368:36368, 28368:32368] (5000, 4000, 4000) and write ROI [30700:35700, 32368:36368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2166 with read ROI [30700:35700, 40368:44368, 24368:28368] (5000, 4000, 4000) and write ROI [30700:35700, 40368:44368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3435 with read ROI [30700:35700, 44368:48368, 36368:40368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4237 with read ROI [30700:35700, 48368:52368, 40368:44368] (5000, 4000, 4000) and write ROI [30700:35700, 48368:52368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2816 with read ROI [30700:35700, 56368:60368, 16368:20368] (5000, 4000, 4000) and write ROI [30700:35700, 56368:60368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5693 with read ROI [30700:35700, 60368:63624, 40368:44368] (5000, 3256, 4000) and write ROI [30700:35700, 60368:63624, 40368:44368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/163 with read ROI [35700:40700, 4368:8368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 4368:8368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/507 with read ROI [35700:40700, 8368:12368, 16368:20368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2987 with read ROI [35700:40700, 12368:16368, 60368:63624] (5000, 4000, 3256) and write ROI [35700:40700, 12368:16368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2097 with read ROI [35700:40700, 16368:20368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2385 with read ROI [35700:40700, 20368:24368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3374 with read ROI [35700:40700, 24368:28368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 24368:28368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4172 with read ROI [35700:40700, 28368:32368, 56368:60368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1914 with read ROI [35700:40700, 36368:40368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2760 with read ROI [35700:40700, 40368:44368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3832 with read ROI [35700:40700, 44368:48368, 36368:40368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2497 with read ROI [35700:40700, 48368:52368, 16368:20368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4712 with read ROI [35700:40700, 52368:56368, 36368:40368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3536 with read ROI [35700:40700, 60368:63624, 16368:20368] (5000, 3256, 4000) and write ROI [35700:40700, 60368:63624, 16368:20368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8030 with read ROI [35700:40700, 60368:63624, 52368:56368] (5000, 3256, 4000) and write ROI [35700:40700, 60368:63624, 52368:56368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1013 with read ROI [40700:45700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1824 with read ROI [40700:45700, 4368:8368, 48368:52368] (5000, 4000, 4000) and write ROI [40700:45700, 4368:8368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/360 with read ROI [40700:45700, 12368:16368, 368:4368] (5000, 4000, 4000) and write ROI [40700:45700, 12368:16368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1055 with read ROI [40700:45700, 16368:20368, 20368:24368] (5000, 4000, 4000) and write ROI [40700:45700, 16368:20368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2123 with read ROI [40700:45700, 20368:24368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 20368:24368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3767 with read ROI [40700:45700, 24368:28368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 24368:28368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2444 with read ROI [40700:45700, 32368:36368, 28368:32368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4221 with read ROI [40700:45700, 36368:40368, 44368:48368] (5000, 4000, 4000) and write ROI [40700:45700, 36368:40368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3852 with read ROI [40700:45700, 44368:48368, 32368:36368] (5000, 4000, 4000) and write ROI [40700:45700, 44368:48368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3494 with read ROI [40700:45700, 48368:52368, 24368:28368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6784 with read ROI [40700:45700, 52368:56368, 48368:52368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6806 with read ROI [40700:45700, 56368:60368, 44368:48368] (5000, 4000, 4000) and write ROI [40700:45700, 56368:60368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8054 with read ROI [40700:45700, 60368:63624, 48368:52368] (5000, 3256, 4000) and write ROI [40700:45700, 60368:63624, 48368:52368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1033 with read ROI [45700:50700, 4368:8368, 28368:32368] (5000, 4000, 4000) and write ROI [45700:50700, 4368:8368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2375 with read ROI [45700:50700, 8368:12368, 48368:52368] (5000, 4000, 4000) and write ROI [45700:50700, 8368:12368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3741 with read ROI [45700:50700, 12368:16368, 60368:63624] (5000, 4000, 3256) and write ROI [45700:50700, 12368:16368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3025 with read ROI [45700:50700, 16368:20368, 48368:52368] (5000, 4000, 4000) and write ROI [45700:50700, 16368:20368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4174 with read ROI [45700:50700, 20368:24368, 56368:60368] (5000, 4000, 4000) and write ROI [45700:50700, 20368:24368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/961 with read ROI [45700:50700, 28368:32368, 368:4368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 368:4368] (5000, 4000, 4000)
