start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/680 with read ROI [700:5700, 368:4368, 60368:63624] (5000, 4000, 3256) and write ROI [700:5700, 368:4368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2347 with read ROI [10700:15700, 28368:32368, 56368:60368] (5000, 4000, 4000) and write ROI [10700:15700, 28368:32368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/628 with read ROI [10700:15700, 36368:40368, 12368:16368] (5000, 4000, 4000) and write ROI [10700:15700, 36368:40368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1839 with read ROI [10700:15700, 36368:40368, 40368:44368] (5000, 4000, 4000) and write ROI [10700:15700, 36368:40368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3005 with read ROI [10700:15700, 40368:44368, 52368:56368] (5000, 4000, 4000) and write ROI [10700:15700, 40368:44368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1247 with read ROI [10700:15700, 48368:52368, 16368:20368] (5000, 4000, 4000) and write ROI [10700:15700, 48368:52368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2131 with read ROI [10700:15700, 48368:52368, 32368:36368] (5000, 4000, 4000) and write ROI [10700:15700, 48368:52368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2146 with read ROI [10700:15700, 52368:56368, 28368:32368] (5000, 4000, 4000) and write ROI [10700:15700, 52368:56368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2162 with read ROI [10700:15700, 56368:60368, 24368:28368] (5000, 4000, 4000) and write ROI [10700:15700, 56368:60368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/33 with read ROI [15700:20700, 4368:8368, 368:4368] (5000, 4000, 4000) and write ROI [15700:20700, 4368:8368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/698 with read ROI [15700:20700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/251 with read ROI [15700:20700, 16368:20368, 12368:16368] (5000, 4000, 4000) and write ROI [15700:20700, 16368:20368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/494 with read ROI [15700:20700, 20368:24368, 20368:24368] (5000, 4000, 4000) and write ROI [15700:20700, 20368:24368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2348 with read ROI [15700:20700, 24368:28368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 24368:28368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/885 with read ROI [15700:20700, 32368:36368, 20368:24368] (5000, 4000, 4000) and write ROI [15700:20700, 32368:36368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1399 with read ROI [15700:20700, 32368:36368, 32368:36368] (5000, 4000, 4000) and write ROI [15700:20700, 32368:36368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2105 with read ROI [15700:20700, 36368:40368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 36368:40368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3019 with read ROI [15700:20700, 40368:44368, 48368:52368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3384 with read ROI [15700:20700, 44368:48368, 48368:52368] (5000, 4000, 4000) and write ROI [15700:20700, 44368:48368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1108 with read ROI [15700:20700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [15700:20700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2198 with read ROI [15700:20700, 60368:63624, 16368:20368] (5000, 3256, 4000) and write ROI [15700:20700, 60368:63624, 16368:20368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5134 with read ROI [15700:20700, 60368:63624, 48368:52368] (5000, 3256, 4000) and write ROI [15700:20700, 60368:63624, 48368:52368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1154 with read ROI [20700:25700, 368:4368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 368:4368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/245 with read ROI [20700:25700, 8368:12368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/712 with read ROI [20700:25700, 12368:16368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1180 with read ROI [20700:25700, 16368:20368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 16368:20368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/875 with read ROI [20700:25700, 24368:28368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1400 with read ROI [20700:25700, 28368:32368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/911 with read ROI [20700:25700, 36368:40368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2133 with read ROI [20700:25700, 40368:44368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2164 with read ROI [20700:25700, 48368:52368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 48368:52368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5613 with read ROI [20700:25700, 52368:56368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4254 with read ROI [20700:25700, 60368:63624, 36368:40368] (5000, 3256, 4000) and write ROI [20700:25700, 60368:63624, 36368:40368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/580 with read ROI [25700:30700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1566 with read ROI [25700:30700, 4368:8368, 56368:60368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/327 with read ROI [25700:30700, 12368:16368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1190 with read ROI [25700:30700, 16368:20368, 36368:40368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2660 with read ROI [25700:30700, 20368:24368, 56368:60368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/899 with read ROI [25700:30700, 28368:32368, 16368:20368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1236 with read ROI [25700:30700, 32368:36368, 20368:24368] (5000, 4000, 4000) and write ROI [25700:30700, 32368:36368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1881 with read ROI [25700:30700, 36368:40368, 28368:32368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2149 with read ROI [25700:30700, 40368:44368, 28368:32368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1912 with read ROI [25700:30700, 44368:48368, 20368:24368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6142 with read ROI [25700:30700, 48368:52368, 60368:63624] (5000, 4000, 3256) and write ROI [25700:30700, 48368:52368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2219 with read ROI [25700:30700, 56368:60368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 56368:60368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4255 with read ROI [25700:30700, 56368:60368, 36368:40368] (5000, 4000, 4000) and write ROI [25700:30700, 56368:60368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5671 with read ROI [25700:30700, 60368:63624, 44368:48368] (5000, 3256, 4000) and write ROI [25700:30700, 60368:63624, 44368:48368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1567 with read ROI [30700:35700, 368:4368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 368:4368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/497 with read ROI [30700:35700, 8368:12368, 20368:24368] (5000, 4000, 4000) and write ROI [30700:35700, 8368:12368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1381 with read ROI [30700:35700, 12368:16368, 40368:44368] (5000, 4000, 4000) and write ROI [30700:35700, 12368:16368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/632 with read ROI [30700:35700, 20368:24368, 12368:16368] (5000, 4000, 4000) and write ROI [30700:35700, 20368:24368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1414 with read ROI [30700:35700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [30700:35700, 24368:28368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3751 with read ROI [30700:35700, 28368:32368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 28368:32368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3387 with read ROI [30700:35700, 32368:36368, 48368:52368] (5000, 4000, 4000) and write ROI [30700:35700, 32368:36368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4621 with read ROI [30700:35700, 36368:40368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 36368:40368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1699 with read ROI [30700:35700, 44368:48368, 12368:16368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4672 with read ROI [30700:35700, 48368:52368, 44368:48368] (5000, 4000, 4000) and write ROI [30700:35700, 48368:52368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7336 with read ROI [30700:35700, 52368:56368, 60368:63624] (5000, 4000, 3256) and write ROI [30700:35700, 52368:56368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5672 with read ROI [30700:35700, 56368:60368, 44368:48368] (5000, 4000, 4000) and write ROI [30700:35700, 56368:60368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/155 with read ROI [35700:40700, 368:4368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 368:4368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/859 with read ROI [35700:40700, 4368:8368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 4368:8368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1192 with read ROI [35700:40700, 8368:12368, 36368:40368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1602 with read ROI [35700:40700, 12368:16368, 40368:44368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/449 with read ROI [35700:40700, 20368:24368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1428 with read ROI [35700:40700, 24368:28368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 24368:28368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3037 with read ROI [35700:40700, 28368:32368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1683 with read ROI [35700:40700, 36368:40368, 16368:20368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1700 with read ROI [35700:40700, 40368:44368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2478 with read ROI [35700:40700, 44368:48368, 20368:24368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4692 with read ROI [35700:40700, 48368:52368, 40368:44368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5673 with read ROI [35700:40700, 52368:56368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8008 with read ROI [35700:40700, 56368:60368, 56368:60368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/604 with read ROI [40700:45700, 368:4368, 24368:28368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1193 with read ROI [40700:45700, 4368:8368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 4368:8368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2363 with read ROI [40700:45700, 8368:12368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 8368:12368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3350 with read ROI [40700:45700, 12368:16368, 60368:63624] (5000, 4000, 3256) and write ROI [40700:45700, 12368:16368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2686 with read ROI [40700:45700, 16368:20368, 48368:52368] (5000, 4000, 4000) and write ROI [40700:45700, 16368:20368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/929 with read ROI [40700:45700, 24368:28368, 8368:12368] (5000, 4000, 4000) and write ROI [40700:45700, 24368:28368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1268 with read ROI [40700:45700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [40700:45700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1284 with read ROI [40700:45700, 32368:36368, 8368:12368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2185 with read ROI [40700:45700, 36368:40368, 20368:24368] (5000, 4000, 4000) and write ROI [40700:45700, 36368:40368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3833 with read ROI [40700:45700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [40700:45700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2498 with read ROI [40700:45700, 44368:48368, 16368:20368] (5000, 4000, 4000) and write ROI [40700:45700, 44368:48368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5674 with read ROI [40700:45700, 48368:52368, 44368:48368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/8675 with read ROI [40700:45700, 52368:56368, 60368:63624] (5000, 4000, 3256) and write ROI [40700:45700, 52368:56368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3209 with read ROI [40700:45700, 60368:63624, 8368:12368] (5000, 3256, 4000) and write ROI [40700:45700, 60368:63624, 8368:12368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/9423 with read ROI [40700:45700, 60368:63624, 56368:60368] (5000, 3256, 4000) and write ROI [40700:45700, 60368:63624, 56368:60368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/744 with read ROI [45700:50700, 4368:8368, 20368:24368] (5000, 4000, 4000) and write ROI [45700:50700, 4368:8368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1846 with read ROI [45700:50700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [45700:50700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3363 with read ROI [45700:50700, 12368:16368, 56368:60368] (5000, 4000, 4000) and write ROI [45700:50700, 12368:16368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1254 with read ROI [45700:50700, 20368:24368, 16368:20368] (5000, 4000, 4000) and write ROI [45700:50700, 20368:24368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1669 with read ROI [45700:50700, 24368:28368, 20368:24368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 20368:24368] (5000, 4000, 4000)
